視窗代碼,交易起始日,交易結束日,分配資金(USD),視窗總損益(USD),視窗報酬率(%),年化報酬率(CAGR %),夏普率(Sharpe),涵蓋產業,入選配對數量,配對清單 (含產業)
W105,2009-05-12,2009-11-06,1000.0,-57.87,-5.79,-11.51,-3.331,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ATO-XEL [Utilities], AVB-CPT [Real Estate], EFX-SWK [Industrials], ITW-NOC [Industrials]"
W106,2009-06-10,2009-12-07,1000.0,-30.65,-3.07,-6.12,-1.183,"Energy, Communication Services, Real Estate, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], BKR-HAL [Energy], EFX-SWK [Industrials], PEP-SYY [Consumer Staples], AVB-CPT [Real Estate]"
W107,2009-07-09,2010-01-06,1000.0,-54.45,-5.45,-10.68,-3.191,"Communication Services, Real Estate, Utilities, Industrials, Energy",5,"GOOG-GOOGL [Communication Services], BKR-HAL [Energy], EFX-SWK [Industrials], AVB-CPT [Real Estate], AWK-WEC [Utilities]"
W108,2009-08-06,2010-02-04,1000.0,-53.92,-5.39,-10.52,-4.128,"Energy, Communication Services, Real Estate, Materials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], BKR-HAL [Energy], AVB-CPT [Real Estate], ECL-IFF [Materials], CHD-KMB [Consumer Staples]"
W109,2009-09-03,2010-03-05,1000.0,-18.68,-1.87,-3.69,-1.119,"Communication Services, Utilities, Consumer Discretionary, Industrials, Materials",5,"GOOG-GOOGL [Communication Services], DOV-IEX [Industrials], ECL-IFF [Materials], EBAY-RL [Consumer Discretionary], PCG-XEL [Utilities]"
W110,2009-10-02,2010-04-05,1000.0,21.69,2.17,4.32,0.943,"Consumer Staples, Real Estate, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], PH-SWK [Industrials], CHD-CLX [Consumer Staples], EQR-ESS [Real Estate], KO-PM [Consumer Staples]"
W111,2009-10-30,2010-05-03,1000.0,-10.03,-1.0,-1.97,-0.436,"Utilities, Industrials, Materials, Communication Services",5,"GOOG-GOOGL [Communication Services], D-EXC [Utilities], ECL-IFF [Materials], AWK-ES [Utilities], EFX-NOC [Industrials]"
W112,2009-11-30,2010-06-01,1000.0,41.1,4.11,8.36,1.658,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], EIX-EVRG [Utilities], AEP-ES [Utilities], DOV-RTX [Industrials]"
W113,2009-12-29,2010-06-29,1000.0,-34.86,-3.49,-6.87,-1.546,"Utilities, Health Care, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], EIX-EVRG [Utilities], AEP-AWK [Utilities], DGX-LH [Health Care], NOC-PAYX [Industrials]"
W114,2010-01-28,2010-07-28,1000.0,-27.42,-2.74,-5.45,-1.982,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], EIX-EVRG [Utilities], ETN-HUBB [Industrials], AEP-ES [Utilities]"
W115,2010-02-26,2010-08-25,1000.0,-31.94,-3.19,-6.37,-1.338,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], AWK-WEC [Utilities], AWK-ES [Utilities], AEP-WEC [Utilities]"
W116,2010-03-26,2010-09-23,1000.0,-30.78,-3.08,-6.11,-1.432,"Energy, Health Care, Communication Services, Utilities, Consumer Staples",5,"GOOG-GOOGL [Communication Services], AWK-DUK [Utilities], MKC-PG [Consumer Staples], JNJ-LH [Health Care], APA-EOG [Energy]"
W117,2010-04-26,2010-10-21,1000.0,53.58,5.36,11.3,2.028,"Utilities, Materials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-EVRG [Utilities], CNP-PNW [Utilities], ED-PCG [Utilities], MLM-VMC [Materials]"
W118,2010-05-24,2010-11-18,1000.0,-18.71,-1.87,-3.8,-1.137,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-WEC [Utilities], CNP-PNW [Utilities], ADP-PAYX [Industrials], IEX-PNR [Industrials]"
W119,2010-06-22,2010-12-17,1000.0,-23.36,-2.34,-4.73,-1.2,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-WEC [Utilities], CMS-PNW [Utilities], CMS-CNP [Utilities], AJG-WRB [Financials]"
W120,2010-07-21,2011-01-18,1000.0,-12.38,-1.24,-2.48,-0.552,"Utilities, Health Care, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-CNP [Utilities], CMS-PNW [Utilities], BDX-JNJ [Health Care], AEP-AWK [Utilities]"
W121,2010-08-18,2011-02-15,1000.0,13.69,1.37,2.78,0.754,"Communication Services, Utilities, Financials, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], CSX-NSC [Industrials], MKC-SYY [Consumer Staples], EVRG-XEL [Utilities], AJG-WRB [Financials]"
W122,2010-09-16,2011-03-16,1000.0,-43.16,-4.32,-8.51,-2.489,"Consumer Staples, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], CLX-CPB [Consumer Staples], EIX-ETR [Utilities], EVRG-XEL [Utilities], CLX-MKC [Consumer Staples]"
W123,2010-10-14,2011-04-13,1000.0,-10.78,-1.08,-2.16,-0.623,"Real Estate, Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-PNW [Utilities], ES-NI [Utilities], ESS-UDR [Real Estate], MET-PRU [Financials]"
W124,2010-11-11,2011-05-12,1000.0,-32.84,-3.28,-6.48,-1.968,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-PCG [Utilities], BXP-SPG [Real Estate], EXC-PPL [Utilities], FE-PPL [Utilities]"
W125,2010-12-10,2011-06-10,1000.0,-29.79,-2.98,-5.88,-1.658,"Communication Services, Real Estate, Utilities, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], MMM-WM [Industrials], CLX-CPB [Consumer Staples], BXP-FRT [Real Estate], FE-PPL [Utilities]"
W126,2011-01-10,2011-07-11,1000.0,-13.81,-1.38,-2.75,-1.005,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-SO [Utilities], DUK-ED [Utilities], LNT-NI [Utilities], EVRG-LNT [Utilities]"
W127,2011-02-08,2011-08-08,1000.0,-18.17,-1.82,-3.63,-1.374,"Consumer Staples, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ED-PCG [Utilities], SO-WEC [Utilities], EVRG-LNT [Utilities], CLX-KMB [Consumer Staples]"
W128,2011-03-09,2011-09-06,1000.0,-9.37,-0.94,-1.88,-0.513,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], BXP-PSA [Real Estate], SO-WEC [Utilities], AWK-ES [Utilities], AVB-EQR [Real Estate]"
W129,2011-04-06,2011-10-04,1000.0,-42.37,-4.24,-8.36,-2.462,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-ED [Utilities], LNT-NI [Utilities], DUK-XEL [Utilities], SO-WEC [Utilities]"
W130,2011-05-05,2011-11-01,1000.0,-49.14,-4.91,-9.71,-3.617,"Financials, Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], AJG-CINF [Financials], O-VTR [Real Estate], DUK-ED [Utilities], ED-PNW [Utilities]"
W131,2011-06-03,2011-11-30,1000.0,14.37,1.44,2.94,0.463,"Communication Services, Utilities, Financials, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], ED-PNW [Utilities], BRO-GL [Financials], CL-KDP [Consumer Staples], GD-PAYX [Industrials]"
W132,2011-07-01,2011-12-29,1000.0,-48.54,-4.85,-9.55,-2.766,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ED-PNW [Utilities], ED-WEC [Utilities], SO-WEC [Utilities], AVB-ESS [Real Estate]"
W133,2011-08-01,2012-01-30,1000.0,-29.32,-2.93,-5.79,-2.028,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], SO-WEC [Utilities], ED-WEC [Utilities], WEC-XEL [Utilities], DUK-ED [Utilities]"
W134,2011-08-29,2012-02-28,1000.0,-17.43,-1.74,-3.45,-1.613,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], WEC-XEL [Utilities], CMS-EVRG [Utilities], DUK-WEC [Utilities], PNW-XEL [Utilities]"
W135,2011-09-27,2012-03-27,1000.0,-9.31,-0.93,-1.86,-0.486,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], WEC-XEL [Utilities], CMS-EVRG [Utilities], DUK-XEL [Utilities], AVB-ESS [Real Estate]"
W136,2011-10-25,2012-04-25,1000.0,-1.74,-0.17,-0.35,-0.09,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-EVRG [Utilities], WEC-XEL [Utilities], EVRG-PNW [Utilities], O-VTR [Real Estate]"
W137,2011-11-22,2012-05-23,1000.0,-33.85,-3.38,-6.64,-1.898,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-NEE [Utilities], NOC-RTX [Industrials], AME-SNA [Industrials], AME-RTX [Industrials]"
W138,2011-12-21,2012-06-21,1000.0,-5.58,-0.56,-1.11,-0.405,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-XEL [Utilities], PNW-WEC [Utilities], LNT-PNW [Utilities], KIM-REG [Real Estate]"
W139,2012-01-23,2012-07-20,1000.0,-4.78,-0.48,-0.97,-0.254,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-XEL [Utilities], LNT-PNW [Utilities], CMS-EVRG [Utilities], LMT-UPS [Industrials]"
W140,2012-02-21,2012-08-17,1000.0,-45.76,-4.58,-9.16,-3.525,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DTE-WEC [Utilities], NI-SO [Utilities], AON-L [Financials], CMS-LNT [Utilities]"
W141,2012-03-20,2012-09-17,1000.0,-38.45,-3.84,-7.6,-3.203,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-WEC [Utilities], DTE-WEC [Utilities], CMS-XEL [Utilities], VTR-WELL [Real Estate]"
W142,2012-04-18,2012-10-15,1000.0,0.35,0.03,0.07,0.021,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-WEC [Utilities], LNT-PNW [Utilities], CMS-PNW [Utilities], CB-WRB [Financials]"
W143,2012-05-16,2012-11-14,1000.0,-39.44,-3.94,-7.75,-2.574,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-LNT [Utilities], AVB-ESS [Real Estate], DTE-LNT [Utilities], FDX-GD [Industrials]"
W144,2012-06-14,2012-12-13,1000.0,-38.39,-3.84,-7.55,-2.253,"Real Estate, Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], PNW-XEL [Utilities], AVB-UDR [Real Estate], FRT-O [Real Estate], HBAN-NTRS [Financials]"
W145,2012-07-13,2013-01-14,1000.0,-39.33,-3.93,-7.61,-2.875,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], PNW-XEL [Utilities], DUK-SO [Utilities], SO-XEL [Utilities]"
W146,2012-08-10,2013-02-12,1000.0,-37.39,-3.74,-7.2,-2.086,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], LNT-SO [Utilities], AVB-ESS [Real Estate], AVB-EQR [Real Estate], EIX-NI [Utilities]"
W147,2012-09-10,2013-03-13,1000.0,7.72,0.77,1.54,0.37,"Consumer Staples, Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], HSY-KMB [Consumer Staples], FRT-O [Real Estate], CMS-WEC [Utilities]"
W148,2012-10-08,2013-04-11,1000.0,11.26,1.13,2.23,0.518,"Financials, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], DTE-ES [Utilities], CB-MRSH [Financials], BRK-B-L [Financials], LMT-MMM [Industrials]"
W149,2012-11-07,2013-05-09,1000.0,-18.92,-1.89,-3.74,-1.035,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], AEE-D [Utilities], ESS-MAA [Real Estate], SO-XEL [Utilities], AVB-MAA [Real Estate]"
W150,2012-12-06,2013-06-07,1000.0,-21.67,-2.17,-4.28,-1.376,"Financials, Real Estate, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], AVB-MAA [Real Estate], ESS-MAA [Real Estate], CB-MRSH [Financials]"
W151,2013-01-07,2013-07-08,1000.0,-62.04,-6.2,-12.05,-3.355,"Real Estate, Utilities, Health Care, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], BDX-SYK [Health Care], AVB-MAA [Real Estate], EIX-NI [Utilities]"
W152,2013-02-05,2013-08-05,1000.0,-27.83,-2.78,-5.53,-2.409,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DOC-VTR [Real Estate], PEG-XEL [Utilities], ATO-PNW [Utilities], DTE-ES [Utilities]"
W153,2013-03-06,2013-09-03,1000.0,-33.26,-3.33,-6.59,-3.139,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ED-SO [Utilities], ATO-PNW [Utilities], CPT-PSA [Real Estate], BA-WM [Industrials]"
W154,2013-04-04,2013-10-01,1000.0,-45.7,-4.57,-9.05,-2.634,"Health Care, Communication Services, Real Estate, Utilities, Industrials",5,"GOOG-GOOGL [Communication Services], PCG-SO [Utilities], CVS-HSIC [Health Care], HUBB-MMM [Industrials], CPT-PSA [Real Estate]"
W155,2013-05-02,2013-10-29,1000.0,23.75,2.38,4.87,1.378,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], DTE-NEE [Utilities], HUBB-MMM [Industrials], PCG-SO [Utilities], IEX-PCAR [Industrials]"
W156,2013-05-31,2013-11-26,1000.0,-6.9,-0.69,-1.4,-0.401,"Real Estate, Consumer Staples, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DTE-NEE [Utilities], KIM-REG [Real Estate], DTE-ES [Utilities], MKC-SYY [Consumer Staples]"
W157,2013-06-28,2013-12-26,1000.0,-19.3,-1.93,-3.85,-1.035,"Communication Services, Utilities, Information Technology, Financials, Industrials",5,"GOOG-GOOGL [Communication Services], D-EVRG [Utilities], LMT-NOC [Industrials], CB-FISV [Financials], APH-TEL [Information Technology]"
W158,2013-07-29,2014-01-27,1000.0,-11.74,-1.17,-2.34,-0.648,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], D-EVRG [Utilities], D-PNW [Utilities], CB-FISV [Financials], EVRG-PNW [Utilities]"
W159,2013-08-26,2014-02-25,1000.0,-11.58,-1.16,-2.3,-0.41,"Financials, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], HUBB-RTX [Industrials], JCI-MMM [Industrials], DTE-ES [Utilities], ACGL-ALL [Financials]"
W160,2013-09-24,2014-03-25,1000.0,0.78,0.08,0.16,0.059,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], KIM-REG [Real Estate], DTE-WEC [Utilities], UNP-WM [Industrials]"
W161,2013-10-22,2014-04-23,1000.0,-42.75,-4.28,-8.35,-2.496,"Consumer Staples, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], ES-EVRG [Utilities], ES-PNW [Utilities], KO-SYY [Consumer Staples]"
W162,2013-11-19,2014-05-21,1000.0,-35.28,-3.53,-6.91,-2.134,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ES-WEC [Utilities], CMS-EVRG [Utilities], ITW-SNA [Industrials], DTE-WEC [Utilities]"
W163,2013-12-18,2014-06-19,1000.0,-7.53,-0.75,-1.5,-0.33,"Consumer Staples, Information Technology, Financials, Communication Services",5,"GOOG-GOOGL [Communication Services], BF-B-WMT [Consumer Staples], ACGL-ALL [Financials], MKC-TGT [Consumer Staples], ROP-SNPS [Information Technology]"
W164,2014-01-17,2014-07-18,1000.0,-3.38,-0.34,-0.68,-0.151,"Communication Services, Real Estate, Utilities, Information Technology, Industrials",5,"GOOG-GOOGL [Communication Services], DTE-WEC [Utilities], ADP-HON [Industrials], ROP-SNPS [Information Technology], AMT-WY [Real Estate]"
W165,2014-02-18,2014-08-15,1000.0,17.14,1.71,3.55,0.83,"Communication Services, Utilities, Information Technology, Financials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], DTE-WEC [Utilities], ROP-SNPS [Information Technology], CHD-CLX [Consumer Staples], COF-GL [Financials]"
W166,2014-03-18,2014-09-15,1000.0,-31.72,-3.17,-6.29,-2.317,"Financials, Utilities, Consumer Staples, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-XEL [Utilities], PNC-WFC [Financials], CMS-DTE [Utilities], HRL-TAP [Consumer Staples]"
W167,2014-04-15,2014-10-13,1000.0,-13.67,-1.37,-2.74,-0.857,"Financials, Utilities",5,"CMS-XEL [Utilities], DTE-WEC [Utilities], PNC-WFC [Financials], PCG-SO [Utilities], AWK-LNT [Utilities]"
W168,2014-05-14,2014-11-10,1000.0,-25.92,-2.59,-5.19,-0.676,"Financials, Utilities, Industrials, Consumer Staples",5,"CMS-XEL [Utilities], AWK-LNT [Utilities], ITW-MMM [Industrials], RF-TFC [Financials], BG-DG [Consumer Staples]"
W169,2014-06-12,2014-12-09,1000.0,47.52,4.75,9.87,2.337,"Real Estate, Utilities, Industrials, Consumer Staples",5,"ESS-UDR [Real Estate], CMS-DTE [Utilities], EIX-PEG [Utilities], PG-WMT [Consumer Staples], ADP-ETN [Industrials]"
W170,2014-07-11,2015-01-08,1000.0,-52.83,-5.28,-10.37,-4.244,"Financials, Real Estate, Utilities, Consumer Staples",5,"ESS-UDR [Real Estate], AWK-LNT [Utilities], PG-WMT [Consumer Staples], BRK-B-MTB [Financials], AWK-PPL [Utilities]"
W171,2014-08-08,2015-02-06,1000.0,-54.38,-5.44,-10.61,-3.596,"Real Estate, Financials, Utilities, Consumer Staples",5,"CMS-XEL [Utilities], PG-WMT [Consumer Staples], COF-IVZ [Financials], O-REG [Real Estate], MS-MSCI [Financials]"
W172,2014-09-08,2015-03-09,1000.0,-55.02,-5.5,-10.73,-2.795,"Financials, Utilities, Industrials",5,"CMS-XEL [Utilities], CNP-PNW [Utilities], GE-UPS [Industrials], AEE-D [Utilities], ALL-EG [Financials]"
W173,2014-10-06,2015-04-07,1000.0,-47.21,-4.72,-9.2,-2.242,"Financials, Utilities, Industrials",5,"CMS-DTE [Utilities], GE-UPS [Industrials], CNP-PNW [Utilities], EG-TRV [Financials], CMS-PCG [Utilities]"
W174,2014-11-03,2015-05-05,1000.0,-53.88,-5.39,-10.46,-4.345,"Real Estate, Financials, Utilities",5,"CMS-XEL [Utilities], ARE-CPT [Real Estate], AON-GL [Financials], AEE-D [Utilities], ESS-FRT [Real Estate]"
W175,2014-12-02,2015-06-03,1000.0,15.67,1.57,3.15,0.662,"Financials, Utilities",5,"CB-EG [Financials], CMS-XEL [Utilities], AEP-PCG [Utilities], AWK-SRE [Utilities], EG-TRV [Financials]"
W176,2014-12-31,2015-07-01,1000.0,-1.79,-0.18,-0.36,-0.091,"Financials, Utilities",5,"CMS-XEL [Utilities], BLK-HIG [Financials], AEP-PCG [Utilities], AWK-SRE [Utilities], CMS-PCG [Utilities]"
W177,2015-01-30,2015-07-30,1000.0,-15.29,-1.53,-3.06,-0.69,"Financials, Real Estate, Utilities",5,"EQR-REG [Real Estate], DUK-ED [Utilities], IVZ-PFG [Financials], NI-SRE [Utilities], BEN-GL [Financials]"
W178,2015-03-02,2015-08-27,1000.0,4.84,0.48,0.99,0.246,"Financials, Real Estate, Industrials",5,"FRT-SPG [Real Estate], EQR-ESS [Real Estate], CPRT-RTX [Industrials], BEN-GL [Financials], MS-STT [Financials]"
W179,2015-03-30,2015-09-25,1000.0,59.47,5.95,12.5,2.425,"Financials, Utilities, Health Care, Industrials",5,"DHR-SYK [Health Care], CPRT-RTX [Industrials], AEE-D [Utilities], AJG-USB [Financials], PNC-WTW [Financials]"
W180,2015-04-28,2015-10-23,1000.0,16.73,1.67,3.46,0.566,"Real Estate, Financials, Utilities, Industrials",5,"AIG-GL [Financials], FITB-RF [Financials], ATO-NEE [Utilities], ARE-EQR [Real Estate], CPRT-RTX [Industrials]"
W181,2015-05-27,2015-11-20,1000.0,-26.26,-2.63,-5.34,-1.312,"Financials, Utilities, Industrials",5,"ATO-NEE [Utilities], ES-WEC [Utilities], FITB-RF [Financials], EG-WFC [Financials], AME-GE [Industrials]"
W182,2015-06-24,2015-12-21,1000.0,-14.98,-1.5,-3.01,-0.604,"Financials, Utilities, Industrials",5,"ES-WEC [Utilities], ATO-NEE [Utilities], FITB-RF [Financials], AME-NDSN [Industrials], MET-RF [Financials]"
W183,2015-07-23,2016-01-21,1000.0,-22.3,-2.23,-4.42,-1.062,"Financials, Utilities",5,"ES-WEC [Utilities], ATO-NEE [Utilities], ES-PNW [Utilities], EG-WFC [Financials], CMS-PCG [Utilities]"
W184,2015-08-20,2016-02-19,1000.0,-55.9,-5.59,-10.84,-4.282,"Financials, Utilities",5,"ES-WEC [Utilities], DUK-FE [Utilities], HBAN-PNC [Financials], ATO-NEE [Utilities], D-DTE [Utilities]"
W185,2015-09-18,2016-03-18,1000.0,14.77,1.48,2.98,0.407,"Financials, Utilities, Consumer Discretionary",5,"HBAN-PNC [Financials], PNW-WEC [Utilities], BRO-MTB [Financials], KEY-NTRS [Financials], HD-POOL [Consumer Discretionary]"
W186,2015-10-16,2016-04-18,1000.0,-17.08,-1.71,-3.34,-0.783,"Real Estate, Financials, Utilities, Health Care",5,"AEP-DTE [Utilities], D-DTE [Utilities], CFG-KEY [Financials], FRT-O [Real Estate], BDX-TMO [Health Care]"
W187,2015-11-13,2016-05-16,1000.0,-11.57,-1.16,-2.27,-0.469,"Financials, Utilities, Health Care",5,"ES-PNW [Utilities], CMS-XEL [Utilities], AJG-STT [Financials], DTE-PNW [Utilities], MDT-TMO [Health Care]"
W188,2015-12-14,2016-06-14,1000.0,58.25,5.83,11.96,1.848,"Real Estate, Utilities, Industrials, Consumer Staples",5,"ITW-MMM [Industrials], EQR-FRT [Real Estate], ES-PNW [Utilities], AEP-DTE [Utilities], CLX-KDP [Consumer Staples]"
W189,2016-01-13,2016-07-13,1000.0,-22.87,-2.29,-4.53,-1.2,"Real Estate, Financials, Utilities",5,"CMS-XEL [Utilities], AEP-SO [Utilities], EQR-FRT [Real Estate], ES-PCG [Utilities], TFC-WFC [Financials]"
